material,bulk_modulus (eV/AA^3),r_sA,r_sB,r_valA,r_valB,r_s_catA,r_s_catB,r_val_catA,r_val_catB,e_hA,e_hB,e_lA,e_lB,ZA,ZB,IPA,IPB,EAA,EAB,ENA,ENB,oxA,oxB,A,B1,B2,A_atomic_stiffness,B_atomic_stiffness
Ce2PtPtO6,1.16822,2.07805,1.33665,1.35245,0.67275,1.91635,1.22385,0.38175,0.66345,-3.34104,-5.33723,-1.39487,-4.09653,58,78,5.5386,8.95883,0.572,2.12511,1.12,2.28,4,2,Ce,Pt,Pt,4.78,24.27
Sr2FePbO6,0.88475,1.96785,1.15265,1.96785,0.8926,1.81085,1.10665,1.81085,0.85545,-3.70916,-8.55072,-0.90065,-1.5791,38,54,5.69487,7.65957,0.05207,0.25498,0.95,2.08,2,4,Sr,Fe,Pb,3.75,10.76
Y2CuGeO6,1.21898,1.78395,1.06545,0.95895,1.18885,1.63185,1.0273,1.63185,0.7097,-3.97745,-8.42246,-1.37282,-2.90649,39,30.5,6.21726,7.81291,0.30712,1.23423,1.22,1.955,3,3,Y,Cu,Ge,8.42,9.79
Ca2RhSbO6,1.01215,1.80815,1.2558,1.80815,0.92185,1.65875,1.1667,1.65875,0.89305,-3.94208,-5.49079,-0.93507,-2.91351,20,48,6.11316,8.03364,0.02455,1.09515,1,2.165,2,4,Ca,Rh,Sb,4.44,15.69
Rb2MnPbO6,0.52118,2.29415,1.1826,2.29415,0.9055,0.66735,1.1357,0.75565,0.86715,-2.49875,-8.27979,-1.23792,-1.83901,37,53.5,4.17713,7.42536,0.48592,-0.08164,0.82,1.94,1,5,Rb,Mn,Pb,1.69,14.1
Sm2RhSnO6,1.1081,1.99935,1.28775,0.32485,0.98415,1.80355,1.1955,0.32345,0.94575,-3.31902,-7.60166,-0.57557,-2.60637,62,47.5,5.64371,7.40141,0.162,1.12748,1.17,2.12,2,4,Sm,Rh,Sn,8.06,15.625
La2BiPdO6,0.90912,2.03235,1.2382,1.19775,0.9371,1.88385,1.14385,1.88385,0.91125,-3.5912,-5.39816,-1.49016,-2.76413,57,64.5,5.5769,7.81118,0.55755,0.75225,1.1,2.11,3,3,La,Bi,Pd,6.56,13.3
Sm2BiBiO6,0.74257,1.99935,0.99595,0.32485,1.29415,1.80355,0.98565,0.32345,1.24925,-3.31902,-5.72728,-0.57557,-2.84439,62,83,5.64371,7.28552,0.162,0.94236,1.17,2.02,3,3,Sm,Bi,Bi,8.06,8.96
Na2TcTiO6,1.17346,1.74615,1.5148,1.74615,0.6079,0.32095,1.4296,0.28665,0.5983,-3.18997,-4.37852,-0.88318,-2.22769,11,32.5,5.13908,6.97375,0.54793,0.31377,0.93,1.72,1,5,Na,Tc,Ti,1.82,19.81
La2CrRhO6,1.25989,2.03235,1.4769,1.19775,0.5271,1.88385,1.3559,1.88385,0.5209,-3.5912,-4.7777,-1.49016,-1.89695,57,34.5,5.5769,7.11271,0.55755,0.90937,1.1,1.97,3,3,La,Cr,Rh,6.56,20.83
Pm2CrTiO6,1.34635,1.98305,1.5262,0.33615,0.49325,1.83585,1.43085,0.33605,0.4827,-3.30607,-4.51163,-1.25847,-1.19062,61,23,5.58187,6.79732,0.129,0.37569,1.13,1.6,3,3,Pm,Cr,Ti,6.83,15.735
Ce2SbSbO6,0.72906,2.07805,1.01025,1.35245,1.23285,1.91635,0.99215,0.38175,1.18345,-3.34104,-6.0944,-1.39487,-3.07059,58,51,5.5386,8.60839,0.572,1.0474,1.12,2.05,3,3,Ce,Sb,Sb,4.78,8.93
Ca2FeFeO6,1.2591,1.80815,1.25865,1.80815,0.37515,1.65875,1.18105,1.65875,0.37635,-3.94208,-5.21087,-0.93507,-0.88187,20,26,6.11316,7.90247,0.02455,0.15324,1,1.83,2,4,Ca,Fe,Fe,4.44,13.03
Ca2NbZrO6,1.11212,1.80815,1.65945,1.80815,0.83095,1.65875,1.5582,1.65875,0.80265,-3.94208,-4.57042,-0.93507,-1.46017,20,40.5,6.11316,6.69649,0.02455,0.67535,1,1.465,2,4,Ca,Nb,Zr,4.44,16.86
Li2MnNbO6,1.25202,1.61625,1.4646,1.61625,0.5953,0.19135,1.3941,0.19135,0.5867,-3.41248,-4.68005,-0.8909,-1.37247,3,33,5.39171,7.09644,0.61805,0.1987,0.98,1.575,1,5,Li,Mn,Nb,1.76,19.81
Ba2TaVO6,1.15435,2.20615,1.49025,2.20615,0.65895,2.07185,1.41595,2.07185,0.6515,-3.35828,-4.66037,-1.33494,-1.42876,56,48,5.21166,7.14788,0.14463,0.42539,0.89,1.565,2,4,Ba,Ta,V,3.58,18.61
Pr2FeFeO6,1.46758,2.02475,1.25865,0.36565,0.37515,1.89375,1.18105,0.36655,0.37635,-3.26203,-5.21087,-1.05666,-0.88187,59,26,5.4702,7.90247,0.10923,0.15324,1.13,1.83,3,3,Pr,Fe,Fe,6.38,13.03
Na2CrNiO6,1.0388,1.74615,1.40325,1.74615,0.3919,0.32095,1.2756,0.28665,0.3892,-3.18997,-4.27756,-0.88318,0.33486,11,26,5.13908,7.20319,0.54793,0.9165,0.93,1.785,1,5,Na,Cr,Ni,1.82,16.27
Sr2BiGaO6,0.87469,1.96785,1.00345,1.96785,1.33255,1.81085,0.98005,1.81085,1.11185,-3.70916,-7.40518,-0.90065,-2.27219,38,57,5.69487,6.64241,0.05207,0.62178,0.95,1.915,2,4,Sr,Bi,Ga,3.75,7.63
Ce2CuRuO6,1.21422,2.07805,1.3212,1.35245,0.92245,1.91635,1.2656,0.38175,0.47705,-3.34104,-5.17311,-1.39487,-3.02269,58,36.5,5.5386,7.54344,0.572,1.14108,1.12,2.05,3,3,Ce,Cu,Ru,4.78,18.81
Be2NiZrO6,1.21397,1.08065,1.53115,1.08065,0.60635,1.00365,1.374,1.00365,0.58545,-6.07034,-4.16832,-1.4731,0.06505,4,34,9.3227,7.137,-0.52,0.79523,1.57,1.62,2,4,Be,Ni,Zr,6.02,13.57
La2BiGaO6,0.95509,2.03235,1.00345,1.19775,1.33255,1.88385,0.98005,1.88385,1.11185,-3.5912,-7.40518,-1.49016,-2.27219,57,57,5.5769,6.64241,0.55755,0.62178,1.1,1.915,3,3,La,Bi,Ga,6.56,7.63
Ca2TiTiO6,1.19088,1.80815,1.59995,1.80815,0.54315,1.65875,1.49115,1.65875,0.52625,-3.94208,-4.35502,-0.93507,-1.34378,20,22,6.11316,6.82812,0.02455,0.07555,1,1.54,2,4,Ca,Ti,Ti,4.44,12.26
Pr2SnTcO6,1.18,2.02475,1.2519,0.36565,1.01505,1.89375,1.2089,0.36655,0.9796,-3.26203,-7.35908,-1.05666,-2.78395,59,46.5,5.4702,7.23165,0.10923,0.83204,1.13,1.93,3,3,Pr,Sn,Tc,6.38,18.08
Ce2AgRhO6,1.07713,2.07805,1.417,1.35245,0.97175,1.91635,1.3051,0.38175,0.57445,-3.34104,-4.94991,-1.39487,-3.00761,58,46,5.5386,7.51757,0.572,1.22368,1.12,2.105,3,3,Ce,Ag,Rh,4.78,16.175
Ca2GeTcO6,1.22942,1.80815,1.1778,1.80815,0.9227,1.65875,1.13795,1.65875,0.88605,-3.94208,-7.95212,-0.93507,-2.79355,20,37.5,6.11316,7.50941,0.02455,0.89234,1,1.955,2,4,Ca,Ge,Tc,4.44,18.09
Nd2AlTiO6,1.27776,2.00295,1.3549,0.35015,0.98445,1.89905,1.27425,0.34865,0.7918,-3.25222,-6.06615,-1.29622,-1.56526,60,17.5,5.525,6.40694,0.09749,0.25419,1.14,1.575,3,3,Nd,Al,Ti,6.83,10.4
Pm2CuTiO6,1.16875,1.98305,1.40245,0.33615,0.87405,1.83585,1.31895,0.33605,0.42195,-3.30607,-4.84886,-1.25847,-2.34063,61,25.5,5.58187,7.27725,0.129,0.65566,1.13,1.72,3,3,Pm,Cu,Ti,6.83,11.51
K2CrMnO6,1.19912,2.18365,1.3855,2.18365,0.42215,0.56995,1.30485,0.61135,0.41945,-2.62161,-4.66862,-1.15107,-1.21957,19,24.5,4.34066,7.10027,0.50146,0.07792,0.82,1.605,1,5,K,Cr,Mn,1.82,19.46
Sr2FeSbO6,1.01221,1.96785,1.13445,1.96785,0.804,1.81085,1.0866,1.81085,0.7799,-3.70916,-5.65264,-0.90065,-1.97623,38,38.5,5.69487,8.25543,0.05207,0.60032,0.95,1.94,2,4,Sr,Fe,Sb,3.75,10.98
Be2CrPdO6,1.16488,1.08065,1.46645,1.08065,0.5117,1.00365,1.3363,1.00365,0.5062,-6.07034,-4.86864,-1.4731,-1.86066,4,35,9.3227,7.55167,-0.52,0.61899,1.57,1.93,2,4,Be,Cr,Pd,6.02,18.425
Li2BiTaO6,1.01164,1.61625,1.22815,1.61625,1.06485,0.19135,1.1905,0.19135,1.03605,-3.41248,-5.35897,-0.8909,-2.26752,3,78,5.39171,7.41754,0.61805,0.63274,0.98,1.76,1,5,Li,Bi,Ta,1.76,15.595
Cs2GaMnO6,0.8126,2.51755,1.16475,2.51755,0.88595,0.81755,1.1068,0.94155,0.6871,-2.29006,-6.87604,-1.22595,-1.55084,55,28,3.89391,6.71667,0.47163,-0.1094,0.79,1.68,1,5,Cs,Ga,Mn,1.43,13.005
Ce2BiCrO6,1.02608,2.07805,1.2242,1.35245,0.86875,1.91635,1.1781,0.38175,0.8442,-3.34104,-5.19776,-1.39487,-1.94093,58,53.5,5.5386,7.02601,0.572,0.8091,1.12,1.84,3,3,Ce,Bi,Cr,4.78,14.085
Sr2NbWO6,1.24499,1.96785,1.51925,1.96785,0.79375,1.81085,1.4664,1.81085,0.77995,-3.70916,-4.75442,-0.90065,-1.63551,38,57.5,5.69487,7.31144,0.05207,0.86684,0.95,1.98,2,4,Sr,Nb,W,3.75,25.335
Sr2MnRuO6,1.23712,1.96785,1.378,1.96785,0.52045,1.81085,1.3118,1.81085,0.5181,-3.70916,-4.83627,-0.90065,-2.0548,38,34.5,5.69487,7.39727,0.05207,0.26319,0.95,1.875,2,4,Sr,Mn,Ru,3.75,23.285
La2MoZnO6,1.14532,2.03235,1.3268,1.19775,0.92035,1.88385,1.2671,1.88385,0.88545,-3.5912,-5.62855,-1.49016,-0.78235,57,36,5.5769,8.24331,0.55755,0.06367,1.1,1.905,3,3,La,Mo,Zn,6.56,16.655
Ce2CuSbO6,0.97407,2.07805,1.1076,1.35245,1.2189,1.91635,1.06945,0.38175,0.75055,-3.34104,-5.71855,-1.39487,-3.20403,58,40,5.5386,8.16738,0.572,1.14159,1.12,1.975,3,3,Ce,Cu,Sb,4.78,9.845
Na2MoNbO6,1.25659,1.74615,1.57575,1.74615,0.7588,0.32095,1.5151,0.28665,0.74575,-3.18997,-4.76136,-0.88318,-1.24488,11,41.5,5.13908,6.92564,0.54793,0.83237,0.93,1.88,1,5,Na,Mo,Nb,1.82,22.965
La2CuTcO6,1.09362,2.03235,1.3173,1.19775,0.9388,1.88385,1.2574,1.88385,0.494,-3.5912,-4.87236,-1.49016,-3.22453,57,36,5.5769,7.42288,0.55755,0.89389,1.1,1.9,3,3,La,Cu,Tc,6.56,19.06
Cs2RuTiO6,1.01573,2.51755,1.5187,2.51755,0.59155,0.81755,1.4378,0.94155,0.58135,-2.29006,-4.67927,-1.22595,-2.02585,55,33,3.89391,7.09431,0.47163,0.56096,0.79,1.87,1,5,Cs,Ru,Ti,1.43,19.56
Sm2GeWO6,1.29988,1.99935,1.1769,0.32485,0.9853,1.80355,1.1458,0.32345,0.944,-3.31902,-8.15999,-0.57557,-2.20164,62,53,5.64371,7.88173,0.162,1.02447,1.17,2.185,2,4,Sm,Ge,W,8.06,19.79
Be2FePtO6,1.26482,1.08065,1.29765,1.08065,0.52395,1.00365,1.20245,1.00365,0.5199,-6.07034,-5.27405,-1.4731,-2.4892,4,52,9.3227,8.43065,-0.52,1.13917,1.57,2.055,2,4,Be,Fe,Pt,6.02,18.65
Cs2MoNbO6,1.15575,2.51755,1.57575,2.51755,0.7588,0.81755,1.5151,0.94155,0.74575,-2.29006,-4.76136,-1.22595,-1.24488,55,41.5,3.89391,6.92564,0.47163,0.83237,0.79,1.88,1,5,Cs,Mo,Nb,1.43,22.965
Pr2CoGaO6,1.32629,2.02475,1.13145,0.36565,0.863,1.89375,1.0953,0.36655,0.66715,-3.26203,-7.35117,-1.05666,-0.88213,59,29,5.4702,6.94016,0.10923,0.48173,1.13,1.845,3,3,Pr,Co,Ga,6.38,10.385
Pr2NbPdO6,0.9579,2.02475,1.54555,0.36565,0.68485,1.89375,1.42555,0.36655,0.67345,-3.26203,-4.88007,-1.05666,-2.01356,59,43.5,5.4702,7.54784,0.10923,0.73977,1.13,1.9,3,3,Pr,Nb,Pd,6.38,18.775
Pm2BiRuO6,0.96666,1.98305,1.2167,0.33615,0.96705,1.83585,1.18505,0.33605,0.94285,-3.30607,-5.3654,-1.25847,-2.77615,61,63.5,5.58187,7.32301,0.129,0.99437,1.13,2.11,3,3,Pm,Bi,Ru,6.83,17.91
Pm2TiZnO6,1.13701,1.98305,1.35635,0.33615,0.82795,1.83585,1.2721,0.33605,0.78965,-3.30607,-5.39025,-1.25847,-0.88099,61,26,5.58187,8.11116,0.129,-0.27223,1.13,1.595,3,3,Pm,Ti,Zn,6.83,9.775
La2GeVO6,1.2418,2.03235,1.22305,1.19775,0.82755,1.88385,1.1722,1.88385,0.79095,-3.5912,-7.91615,-1.49016,-1.82118,57,27.5,5.5769,7.32281,0.55755,0.88017,1.1,1.82,3,3,La,Ge,V,6.56,11.905
La2TiZrO6,1.17182,2.03235,1.6541,1.19775,0.7077,1.88385,1.52925,1.88385,0.67895,-3.5912,-4.40238,-1.49016,-1.46043,57,31,5.5769,6.73112,0.55755,0.25442,1.1,1.435,3,3,La,Ti,Zr,6.56,13.035
Ce2SnWO6,1.17648,2.07805,1.251,1.35245,1.07765,1.91635,1.21675,0.38175,1.03755,-3.34104,-7.56695,-1.39487,-2.19204,58,62,5.5386,7.60397,0.572,0.96417,1.12,2.16,3,3,Ce,Sn,W,4.78,19.78
Nd2GaTcO6,1.29015,2.00295,1.2203,0.35015,1.0218,1.89905,1.17125,0.34865,0.8224,-3.25222,-6.74254,-1.29622,-2.40579,60,37,5.525,6.55934,0.09749,0.4266,1.14,1.855,2,4,Nd,Ga,Tc,6.83,16.83
Li2MnVO6,1.27767,1.61625,1.41935,1.61625,0.44165,0.19135,1.33785,0.19135,0.43995,-3.41248,-4.49955,-0.8909,-1.28427,3,24,5.39171,7.09011,0.61805,0.00383,0.98,1.59,1,5,Li,Mn,V,1.76,17.35
Sm2CoFeO6,1.40387,1.99935,1.2553,0.32485,0.3651,1.80355,1.1986,0.32345,0.3681,-3.31902,-5.41507,-0.57557,-0.47307,62,26.5,5.64371,7.89174,0.162,0.40775,1.17,1.855,2,4,Sm,Co,Fe,8.06,13.75
Sr2CrTiO6,1.21847,1.96785,1.5262,1.96785,0.49325,1.81085,1.43085,1.81085,0.4827,-3.70916,-4.51163,-0.90065,-1.19062,38,23,5.69487,6.79732,0.05207,0.37569,0.95,1.6,2,4,Sr,Cr,Ti,3.75,15.735
Sr2MnSnO6,1.09358,1.96785,1.19635,1.96785,0.8792,1.81085,1.14445,1.81085,0.8443,-3.70916,-7.49258,-0.90065,-1.929,38,37.5,5.69487,7.38898,0.05207,0.29604,0.95,1.755,2,4,Sr,Mn,Sn,3.75,14.255
Li2NbPtO6,1.22197,1.61625,1.47365,1.61625,0.7312,0.19135,1.38645,0.19135,0.71855,-3.41248,-5.01416,-0.8909,-2.71989,3,59.5,5.39171,7.85884,0.61805,1.52126,0.98,1.94,1,5,Li,Nb,Pt,1.76,22.09
Sm2GaRhO6,1.25778,1.99935,1.25615,0.32485,0.9909,1.80355,1.15785,0.32345,0.78855,-3.31902,-6.98512,-0.57557,-2.22821,62,38,5.64371,6.7291,0.162,0.72205,1.17,2.045,2,4,Sm,Ga,Rh,8.06,14.375
Mg2PtTiO6,1.24397,1.35285,1.4683,1.35285,0.60795,1.26075,1.3575,1.26075,0.59485,-5.04225,-4.84613,-0.77042,-2.72016,12,50,7.64624,7.89348,-0.42,1.10033,1.31,1.91,2,4,Mg,Pt,Ti,5.26,18.265
Nd2CuNiO6,1.29438,2.00295,1.2795,0.35015,0.7727,1.89905,1.1637,0.34865,0.32845,-3.25222,-4.6148,-1.29622,-0.81515,60,28.5,5.525,7.68313,0.09749,1.19647,1.14,1.905,3,3,Nd,Cu,Ni,6.83,12.045
Y2AgRhO6,1.05813,1.78395,1.417,0.95895,0.97175,1.63185,1.3051,1.63185,0.57445,-3.97745,-4.94991,-1.37282,-3.00761,39,46,6.21726,7.51757,0.30712,1.22368,1.22,2.105,3,3,Y,Ag,Rh,8.42,16.175
Sr2CoPbO6,0.896,1.96785,1.1493,1.96785,0.88255,1.81085,1.1242,1.81085,0.8472,-3.70916,-8.75491,-0.90065,-1.1703,38,54.5,5.69487,7.64884,0.05207,0.50949,0.95,2.105,2,4,Sr,Co,Pb,3.75,11.48
Rb2GeWO6,1.10737,2.29415,1.1769,2.29415,0.9853,0.66735,1.1458,0.75565,0.944,-2.49875,-8.15999,-1.23792,-2.20164,37,53,4.17713,7.88173,0.48592,1.02447,0.82,2.185,1,5,Rb,Ge,W,1.69,19.79
Rb2CrVO6,1.15422,2.29415,1.4863,2.29415,0.46285,0.66735,1.40355,0.75565,0.45965,-2.49875,-4.49916,-1.23792,-1.10216,37,23.5,4.17713,6.75635,0.48592,0.60175,0.82,1.645,1,5,Rb,Cr,V,1.69,17.1
Rb2PtPtO6,0.85379,2.29415,1.33665,2.29415,0.67275,0.66735,1.22385,0.75565,0.66345,-2.49875,-5.33723,-1.23792,-4.09653,37,78,4.17713,8.95883,0.48592,2.12511,0.82,2.28,1,5,Rb,Pt,Pt,1.69,24.27
Y2AlPdO6,1.22519,1.78395,1.29515,0.95895,1.0029,1.63185,1.1797,1.63185,0.8153,-3.97745,-6.42316,-1.37282,-2.2353,39,29.5,6.21726,7.1613,0.30712,0.49749,1.22,1.905,3,3,Y,Al,Pd,8.42,13.09
Rb2MoWO6,1.28312,2.29415,1.48435,2.29415,0.7629,0.66735,1.43245,0.75565,0.75205,-2.49875,-4.82469,-1.23792,-1.53714,37,58,4.17713,7.47823,0.48592,0.7818,0.82,2.26,1,5,Rb,Mo,W,1.69,28.39
Ca2PbVO6,0.65286,1.80815,1.2834,1.80815,0.9462,1.65875,1.2344,1.65875,0.90735,-3.94208,-8.11032,-0.93507,-1.7216,20,52.5,6.11316,7.08143,0.02455,0.44219,1,1.98,2,4,Ca,Pb,V,4.44,11.74
Cs2CoFeO6,0.88429,2.51755,1.2553,2.51755,0.3651,0.81755,1.1986,0.94155,0.3681,-2.29006,-5.41507,-1.22595,-0.47307,55,26.5,3.89391,7.89174,0.47163,0.40775,0.79,1.855,1,5,Cs,Co,Fe,1.43,13.75
Sr2RuTcO6,1.243,1.96785,1.43355,1.96785,0.6563,1.81085,1.37625,1.81085,0.6534,-3.70916,-4.70277,-0.90065,-2.90975,38,43.5,5.69487,7.23994,0.05207,0.79919,0.95,2.05,2,4,Sr,Ru,Tc,3.75,27.11
Pm2SnZnO6,1.02689,1.98305,1.09345,0.33615,1.2351,1.83585,1.0514,0.33605,1.17095,-3.30607,-8.37081,-1.25847,-1.43725,61,40,5.58187,8.36906,0.129,0.24604,1.13,1.805,3,3,Pm,Sn,Zn,6.83,8.045
Ce2CrPdO6,1.1731,2.07805,1.46645,1.35245,0.5117,1.91635,1.3363,0.38175,0.5062,-3.34104,-4.86864,-1.39487,-1.86066,58,35,5.5386,7.55167,0.572,0.61899,1.12,1.93,3,3,Ce,Cr,Pd,4.78,18.425
Nd2CrSbO6,0.67305,2.00295,1.23135,0.35015,0.8381,1.89905,1.18135,0.34865,0.8113,-3.25222,-5.38132,-1.29622,-2.05403,60,37.5,5.525,7.68745,0.09749,0.86162,1.14,1.855,2,4,Nd,Cr,Sb,6.83,14.07
Pr2CuTcO6,1.14071,2.02475,1.3173,0.36565,0.9388,1.89375,1.2574,0.36655,0.494,-3.26203,-4.87236,-1.05666,-3.22453,59,36,5.4702,7.42288,0.10923,0.89389,1.13,1.9,3,3,Pr,Cu,Tc,6.38,19.06
Sr2CuMoO6,0.94291,1.96785,1.3729,1.96785,0.96645,1.81085,1.31395,1.81085,0.51775,-3.70916,-5.08717,-0.90065,-2.24199,38,35.5,5.69487,7.40941,0.05207,0.99156,0.95,2.03,2,4,Sr,Cu,Mo,3.75,18.39
K2GaTcO6,0.96401,2.18365,1.2203,2.18365,1.0218,0.56995,1.17125,0.61135,0.8224,-2.62161,-6.74254,-1.15107,-2.40579,19,37,4.34066,6.55934,0.50146,0.4266,0.82,1.855,1,5,K,Ga,Tc,1.82,16.83
Ba2CoPtO6,1.00696,2.20615,1.2943,2.20615,0.5139,2.07185,1.22,2.07185,0.51165,-3.35828,-5.47825,-1.33494,-2.0804,56,52.5,5.21166,8.41992,0.14463,1.39369,0.89,2.08,2,4,Ba,Co,Pt,3.58,19.37
Ba2CrGaO6,1.06019,2.20615,1.2317,2.20615,0.90715,2.07185,1.1725,2.07185,0.7068,-3.35828,-6.87565,-1.33494,-1.36873,56,27.5,5.21166,6.38291,0.14463,0.48852,0.89,1.735,2,4,Ba,Cr,Ga,3.58,12.755
Na2NbSbO6,1.13349,1.74615,1.31045,1.74615,1.01125,0.32095,1.2706,0.28665,0.97855,-3.18997,-5.39275,-0.88318,-2.20692,11,46,5.13908,7.68362,0.54793,0.9824,0.93,1.825,1,5,Na,Nb,Sb,1.82,14.42
La2NiPbO6,0.98421,2.03235,1.20035,1.19775,0.87525,1.88385,1.10645,1.88385,0.8369,-3.5912,-7.88873,-1.49016,-0.28458,57,55,5.5769,7.52828,0.55755,0.75694,1.1,2.12,3,3,La,Ni,Pb,6.56,10.91
Sr2NiPdO6,0.982,1.96785,1.41725,1.96785,0.46025,1.81085,1.24135,1.81085,0.45625,-3.70916,-4.47797,-0.90065,-0.48834,38,37,5.69487,7.98836,0.05207,0.85965,0.95,2.055,2,4,Sr,Ni,Pd,3.75,15.485
Mg2CrPtO6,1.23489,1.35285,1.39455,1.35285,0.55805,1.26075,1.2972,1.26075,0.5513,-5.04225,-5.00273,-0.77042,-2.567,12,51,7.64624,7.86267,-0.42,1.40047,1.31,1.97,2,4,Mg,Cr,Pt,5.26,21.74
Cs2SbWO6,0.81639,2.51755,1.21905,2.51755,1.01535,0.81755,1.18795,0.94155,0.98485,-2.29006,-5.45608,-1.22595,-2.49918,55,62.5,3.89391,8.23621,0.47163,0.93183,0.79,2.205,1,5,Cs,Sb,W,1.43,19.845
Cs2CrTiO6,1.00234,2.51755,1.5262,2.51755,0.49325,0.81755,1.43085,0.94155,0.4827,-2.29006,-4.51163,-1.22595,-1.19062,55,23,3.89391,6.79732,0.47163,0.37569,0.79,1.6,1,5,Cs,Cr,Ti,1.43,15.735
Nd2CdFeO6,1.12656,2.00295,1.25105,0.35015,0.8093,1.89905,1.18195,0.34865,0.7796,-3.25222,-5.61678,-1.29622,-0.72229,60,37,5.525,8.44814,0.09749,-0.28338,1.14,1.76,2,4,Nd,Cd,Fe,6.83,9.785
Cs2MoPtO6,0.9907,2.51755,1.43875,2.51755,0.70035,0.81755,1.3525,0.94155,0.69065,-2.29006,-5.08443,-1.22595,-2.62152,55,60,3.89391,8.02563,0.47163,1.43622,0.79,2.22,1,5,Cs,Mo,Pt,1.43,25.145
Pr2GeMnO6,1.30214,2.02475,1.12225,0.36565,0.78685,1.89375,1.0735,0.36655,0.75075,-3.26203,-8.08562,-1.05666,-1.93859,59,28.5,5.4702,7.66674,0.10923,0.35634,1.13,1.78,4,2,Pr,Ge,Mn,6.38,14.265
Sm2PdWO6,0.89328,1.99935,1.45415,0.32485,0.68895,1.80355,1.3429,0.32345,0.67975,-3.31902,-4.9434,-0.57557,-2.30582,62,60,5.64371,8.10043,0.162,0.6892,1.17,2.28,3,3,Sm,Pd,W,8.06,24.2
Pr2GaTiO6,1.23488,2.02475,1.30545,0.36565,0.95705,1.89375,1.2328,0.36655,0.75035,-3.26203,-6.71905,-1.05666,-1.52189,59,26.5,5.4702,6.41371,0.10923,0.18837,1.13,1.675,3,3,Pr,Ga,Ti,6.38,9.28
Pr2PdTaO6,0.96333,2.02475,1.4704,0.36565,0.7078,1.89375,1.3487,0.36655,0.69805,-3.26203,-5.02985,-1.05666,-2.18726,59,59.5,5.4702,7.94321,0.10923,0.44263,1.13,1.85,3,3,Pr,Pd,Ta,6.38,19.935
Nd2PtSnO6,1.03733,2.00295,1.2054,0.35015,1.0151,1.89905,1.1368,0.34865,0.97615,-3.25222,-7.82669,-1.29622,-3.27642,60,64,5.525,8.15137,0.09749,1.61859,1.14,2.12,3,3,Nd,Pt,Sn,6.83,16.535
Na2MnMoO6,1.27117,1.74615,1.4297,1.74615,0.56445,0.32095,1.36015,0.28665,0.5588,-3.18997,-4.75032,-0.88318,-1.2741,11,33.5,5.13908,7.26323,0.54793,0.11367,0.93,1.855,1,5,Na,Mn,Mo,1.82,22.865
Be2GaPtO6,1.19226,1.08065,1.1738,1.08065,1.02185,1.00365,1.09915,1.00365,0.81895,-6.07034,-7.21015,-1.4731,-2.89826,4,54.5,9.3227,7.47907,-0.52,1.21315,1.57,2.045,2,4,Be,Ga,Pt,6.02,15.285
Nd2CoMnO6,1.41924,2.00295,1.28525,0.35015,0.378,1.89905,1.22765,0.34865,0.3798,-3.25222,-5.14414,-1.29622,-0.73298,60,26,5.525,7.65752,0.09749,0.07113,1.14,1.715,2,4,Nd,Co,Mn,6.83,17.09
Sm2CuSbO6,1.01068,1.99935,1.1076,0.32485,1.2189,1.80355,1.06945,0.32345,0.75055,-3.31902,-5.71855,-0.57557,-3.20403,62,40,5.64371,8.16738,0.162,1.14159,1.17,1.975,3,3,Sm,Cu,Sb,8.06,9.845
Be2FeSbO6,1.19159,1.08065,1.13445,1.08065,0.804,1.00365,1.0866,1.00365,0.7799,-6.07034,-5.65264,-1.4731,-1.97623,4,38.5,9.3227,8.25543,-0.52,0.60032,1.57,1.94,2,4,Be,Fe,Sb,6.02,10.98
K2NiWO6,0.9508,2.18365,1.39095,2.18365,0.56915,0.56995,1.2822,0.61135,0.56275,-2.62161,-4.35232,-1.15107,-0.1103,19,51,4.34066,7.75195,0.50146,0.98671,0.82,2.135,1,5,K,Ni,W,1.82,22.045
La2CoZrO6,1.14827,2.03235,1.4801,1.19775,0.61365,1.88385,1.39175,1.88385,0.59575,-3.5912,-5.0345,-1.49016,-0.82068,57,33.5,5.5769,7.25757,0.55755,0.54778,1.1,1.605,3,3,La,Co,Zr,6.56,14.14
Sm2CuGeO6,1.17857,1.99935,1.06545,0.32485,1.18885,1.80355,1.0273,0.32345,0.7097,-3.31902,-8.42246,-0.57557,-2.90649,62,30.5,5.64371,7.81291,0.162,1.23423,1.17,1.955,3,3,Sm,Cu,Ge,8.06,9.79
Sr2MoTaO6,1.2253,1.96785,1.5006,1.96785,0.78175,1.81085,1.43825,1.81085,0.77035,-3.70916,-4.91115,-0.90065,-1.41858,38,57.5,5.69487,7.321,0.05207,0.53523,0.95,1.83,2,4,Sr,Mo,Ta,3.75,24.125
Li2MnWO6,1.32751,1.61625,1.3732,1.61625,0.5994,0.19135,1.31145,0.19135,0.593,-3.41248,-4.74338,-0.8909,-1.66473,3,49.5,5.39171,7.64903,0.61805,0.14813,0.98,1.955,1,5,Li,Mn,W,1.76,25.235
Rb2MoPtO6,1.12245,2.29415,1.43875,2.29415,0.70035,0.66735,1.3525,0.75565,0.69065,-2.49875,-5.08443,-1.23792,-2.62152,37,60,4.17713,8.02563,0.48592,1.43622,0.82,2.22,1,5,Rb,Mo,Pt,1.69,25.145
