material_and_condition,Y_oxygenate,T,x_P,w_r_s,w_r_p,w_r_d,w_r_val,w_e_H,w_e_L,w_EA,w_IP,w_EN
921,3.87894585642551,230,0.15,1.36895,1.46981,0.784315,0.717535,-3.98421746717501,-2.5291934791626,-0.942495381689277,8.15081378930645,3.60415920380859
922,12.4338635705606,350,0.65,1.037625,1.19071,1.190675,0.901295,-5.06505345827027,1.24005048978353,-1.17929050127307,9.34253324597548,4.08162137235121
923,10.8129671222476,300,0.55,1.101775,1.24827,1.113705,0.868845,-4.87584245982913,0.459245496216387,-1.11640463548891,9.13846487335835,4.01103011893472
924,8.02128952856969,360,0.175,1.312375,1.48877,0.8860125,0.8081025,-4.54818071252866,-2.85065272651417,-0.660619045676869,8.85877832453045,4.09907963942679
925,9.41111839253919,300,0.5,1.13385,1.27705,1.07522,0.85262,-4.78123696060856,0.068842999432817,-1.08496170259683,9.03643068704979,3.97573449222648
926,10.2886288225604,340,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
927,8.75305850859562,350,0.05,1.387275,1.56507,0.800555,0.778295,-4.37905746392202,-3.89404946791789,-0.543194608778182,8.68938165555075,4.07309352338628
928,12.0229922307488,360,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
929,13.7530173785863,350,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
930,5.01299646926179,300,0.2,1.315725,1.45843,0.86582,0.77678,-4.34838496417473,-2.40835298015817,-0.818669895907382,8.59560316278182,3.88846663343722
931,9.82353425043907,350,0.1,1.3552,1.53629,0.83904,0.79452,-4.47366296314259,-3.50364697113432,-0.57463754167026,8.79141584185931,4.10838915009453
932,9.49631821473805,340,0.45,1.15535,1.31453,1.058245,0.857905,-4.82141246027757,-0.456340496240325,-0.975884560367769,9.10577409432463,4.06494476697843
933,13.4064199149424,280,0.6,1.073225,1.21659,1.14502,0.8779,-4.92552095941984,0.894574992629814,-1.17372563815998,9.18337319513911,4.00482377848956
934,13.5572117314787,320,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
935,12.4418270948982,260,0.55,1.11235,1.23957,1.092195,0.847335,-4.74106146093956,0.59402649510596,-1.1940388448259,8.96708727977495,3.88652421747452
936,9.29932647749951,230,0.5,1.151475,1.26255,1.03937,0.81677,-4.55660196245928,0.293477997582104,-1.21435205149181,8.75080136441078,3.76822465645948
937,3.26988449743321,340,0.4,1.198,1.33461,0.99825,0.82017,-4.59202596216743,-0.711961994134322,-1.02207583681268,8.83236231443266,3.90514323880999
938,8.70885646648801,400,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
939,3.50296429102735,360,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
940,9.91916403034231,400,0.65,1.037625,1.19071,1.190675,0.901295,-5.06505345827027,1.24005048978353,-1.17929050127307,9.34253324597548,4.08162137235121
941,7.74820526200962,340,0.2,1.3122,1.46133,0.87299,0.78395,-4.39331196380458,-2.45327997978803,-0.792791826128387,8.65272902730962,3.92996860059062
942,14.5775235402955,260,0.65,1.0482,1.18201,1.169165,0.879785,-4.9302724593807,1.3748314886731,-1.25692471061005,9.17115565239207,3.95711547089101
943,12.8856697435224,350,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
944,14.7024629259908,305,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
945,10.3733857881811,300,0.4,1.198,1.33461,0.99825,0.82017,-4.59202596216743,-0.711961994134322,-1.02207583681268,8.83236231443266,3.90514323880999
946,8.1003684820092,340,0.25,1.280125,1.43255,0.911475,0.800175,-4.48791746302515,-2.06287748300446,-0.824234759020464,8.75476321361819,3.96526422729886
947,7.46391239454257,380,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
948,14.153176181457,250,0.6,1.080275,1.21079,1.13068,0.86356,-4.83566696016013,0.984428991889529,-1.22548177771797,9.06912146608351,3.92181984418277
949,12.6081714394113,350,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
950,12.9619737728805,380,0.65,1.037625,1.19071,1.190675,0.901295,-5.06505345827027,1.24005048978353,-1.17929050127307,9.34253324597548,4.08162137235121
951,10.9744926706843,360,0.1,1.3552,1.53629,0.83904,0.79452,-4.47366296314259,-3.50364697113432,-0.57463754167026,8.79141584185931,4.10838915009453
952,5.50264129034473,230,0.35,1.24065,1.35469,0.938255,0.782435,-4.36263946405729,-0.96758349202832,-1.06826711325759,8.5589505345407,3.74534171064155
953,8.1358122932099,340,0.325,1.2320125,1.38938,0.9692025,0.8245125,-4.629825711856,-1.47727373782911,-0.87139915835858,8.90781449308103,4.01820766736122
954,3.29528664391343,290,0.35,1.237125,1.35759,0.945425,0.789605,-4.40756646368714,-1.01251049165818,-1.04238904347859,8.6160763990685,3.78684367779495
955,4.91157462184621,230,0.25,1.3048,1.41225,0.861285,0.749985,-4.17342846561615,-1.74838848559546,-1.00538124747343,8.35488216192357,3.67475045722507
956,6.27367566410072,250,0.35,1.2336,1.36049,0.952595,0.796775,-4.452493463317,-1.05743749128804,-1.0165109736996,8.6732022635963,3.82834564494835
957,9.7949418536938,340,0.1,1.365775,1.52759,0.81753,0.77301,-4.33888196425302,-3.36886597224474,-0.652271751007246,8.6200382482759,3.98388324863433
958,7.62137595912483,400,0.55,1.094725,1.25407,1.128045,0.883185,-4.96569645908885,0.369391496956672,-1.06464849593092,9.25271660241396,4.09403405324152
959,7.93537224061669,350,0.25,1.26955,1.44125,0.932985,0.821685,-4.62269846191473,-2.19765848189403,-0.746600549683478,8.92614080720159,4.08977012875906
960,10.0248528807461,360,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
961,7.2194604101534,340,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
962,17.1070617577125,300,0.9,0.894875,1.03231,1.34725,0.94657,-5.31344595622382,3.41669797185066,-1.46589551462843,9.56707485487928,4.05058967012543
963,11.6039280215706,340,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
964,5.65576879383009,320,0.15,1.3478,1.48721,0.827335,0.760555,-4.25377946495416,-2.79875547694174,-0.787226963015305,8.49356897647326,3.85317100672898
965,6.62717265375524,320,0.05,1.4049,1.55057,0.764705,0.742445,-4.15442246577274,-3.6694144697686,-0.672584957673159,8.40375233291174,3.86558368761929
966,8.64812981654949,340,0.325,1.2320125,1.38938,0.9692025,0.8245125,-4.629825711856,-1.47727373782911,-0.87139915835858,8.90781449308103,4.01820766736122
967,8.44347533425029,360,0.25,1.26955,1.44125,0.932985,0.821685,-4.62269846191473,-2.19765848189403,-0.746600549683478,8.92614080720159,4.08977012875906
968,11.7324369070086,400,0.65,1.037625,1.19071,1.190675,0.901295,-5.06505345827027,1.24005048978353,-1.17929050127307,9.34253324597548,4.08162137235121
969,8.53980315252527,340,0.2,1.3122,1.46133,0.87299,0.78395,-4.39331196380458,-2.45327997978803,-0.792791826128387,8.65272902730962,3.92996860059062
970,7.35905690751443,230,0.45,1.180025,1.29423,1.008055,0.807715,-4.50692346286857,-0.141851498831323,-1.15703104882074,8.70589304263002,3.77443099690464
971,9.54213569321293,250,0.45,1.1712125,1.30148,1.02598,0.82564,-4.61924096194321,-0.254168997905966,-1.09233587437325,8.84870770394953,3.87818591478814
972,8.9041156909274,340,0.25,1.280125,1.43255,0.911475,0.800175,-4.48791746302515,-2.06287748300446,-0.824234759020464,8.75476321361819,3.96526422729886
973,14.2166239631541,300,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
974,6.60379049731267,350,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
975,6.68254463166197,250,0.3,1.265675,1.38927,0.91411,0.78055,-4.35788796409643,-1.4478399880716,-0.985068040807519,8.57116807728774,3.79305001824011
976,11.4190475679008,245,0.5,1.144425,1.26835,1.05371,0.83111,-4.64645596171899,0.20362399832239,-1.16259591193382,8.86505309346638,3.85122859076628
977,4.2338325837484,350,0.175,1.32295,1.48007,0.8645025,0.7865925,-4.41339971363909,-2.7158717276246,-0.738253255013855,8.68740073094705,3.97457373796659
978,17.0980348838405,320,0.65,1.04115,1.18781,1.183505,0.894125,-5.02012645864041,1.28497748941338,-1.20516857105206,9.28540738144767,4.04011940519781
979,13.8419273225156,280,0.55,1.108825,1.24247,1.099365,0.854505,-4.78598846056942,0.549099495476102,-1.1681607750469,9.02421314430275,3.92802618462792
980,9.80873227472863,300,0.45,1.158875,1.31163,1.051075,0.850735,-4.77648546064771,-0.411413496610467,-1.00176263014676,9.04864822979683,4.02344279982503
981,6.41483584894776,230,0.45,1.18355,1.29133,1.000885,0.800545,-4.46199646323871,-0.096924499201465,-1.18290911859973,8.64876717810222,3.73292902975124
982,14.8957529879371,300,0.5,1.1320875,1.2785,1.078805,0.856205,-4.80370046042349,0.046379499617889,-1.07202266770734,9.06499361931369,3.99648547580318
983,10.5226260539972,230,0.55,1.1194,1.23377,1.077855,0.832995,-4.65120746167985,0.683880494365674,-1.24579498438389,8.85283555071934,3.80352028316773
984,11.979907069321,320,0.5,1.130325,1.27995,1.08239,0.85979,-4.82616396023842,0.02391599980296,-1.05908363281784,9.09355655157759,4.01723645937988
985,15.26672569318,380,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
986,16.2381874067682,350,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
987,5.28334313136971,230,0.35,1.2477,1.34889,0.923915,0.768095,-4.27278546479757,-0.877729492768605,-1.12002325281558,8.44469880548509,3.66233777633476
988,17.1815481534346,250,0.65,1.051725,1.17911,1.161995,0.872615,-4.88534545975084,1.41975848830296,-1.28280278038905,9.11402978786427,3.91561350373761
989,5.05040897551835,245,0.15,1.36895,1.46981,0.784315,0.717535,-3.98421746717501,-2.5291934791626,-0.942495381689277,8.15081378930645,3.60415920380859
990,13.9974037589217,340,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
991,6.41927127686227,260,0.25,1.29775,1.41805,0.875625,0.764325,-4.26328246487586,-1.83824248485517,-0.953625107915441,8.46913389097918,3.75775439153187
992,14.9854218481946,245,0.65,1.05525,1.17621,1.154825,0.865445,-4.84041846012098,1.46468548793281,-1.30868085016804,9.05690392333647,3.87411153658421
993,21.1945979705707,300,0.9,0.894875,1.03231,1.34725,0.94657,-5.31344595622382,3.41669797185066,-1.46589551462843,9.56707485487928,4.05058967012543
994,6.14846929892958,250,0.25,1.29775,1.41805,0.875625,0.764325,-4.26328246487586,-1.83824248485517,-0.953625107915441,8.46913389097918,3.75775439153187
995,16.4733233888184,340,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
996,10.4310743289779,350,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
997,4.1072794998245,320,0.4,1.201525,1.33171,0.99108,0.813,-4.54709896253757,-0.667034994504465,-1.04795390659167,8.77523644990486,3.8636412716566
998,9.25943237937104,360,0.325,1.226725,1.39373,0.9799575,0.8352675,-4.69721621130079,-1.54466423727389,-0.832582053690087,8.99350328987273,4.08046061809132
999,11.8593563499336,400,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
1000,9.40319416230627,340,0.1,1.3710625,1.52324,0.806775,0.762255,-4.27149146480823,-3.30147547279996,-0.691088855675739,8.5343494514842,3.92163029790423
1001,7.44551094052404,260,0.3,1.265675,1.38927,0.91411,0.78055,-4.35788796409643,-1.4478399880716,-0.985068040807519,8.57116807728774,3.79305001824011
1002,8.72198914007217,360,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
1003,13.6580856555735,300,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
1004,10.7988143294132,300,0.45,1.165925,1.30583,1.036735,0.836395,-4.686631461388,-0.321559497350752,-1.05351876970476,8.93439650074123,3.94043886551824
1005,7.69596145282427,245,0.35,1.237125,1.35759,0.945425,0.789605,-4.40756646368714,-1.01251049165818,-1.04238904347859,8.6160763990685,3.78684367779495
1006,14.0788676705186,400,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
1007,7.71820630374976,360,0.4,1.1839,1.34621,1.02693,0.84885,-4.77173396068686,-0.891669992653752,-0.918563557696696,9.06086577254387,4.07115110742359
1008,9.9448749158154,340,0.1,1.3710625,1.52324,0.806775,0.762255,-4.27149146480823,-3.30147547279996,-0.691088855675739,8.5343494514842,3.92163029790423
1009,12.1753784138538,340,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
1010,12.1838776206584,380,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
1011,7.77716180707147,350,0.4,1.1839,1.34621,1.02693,0.84885,-4.77173396068686,-0.891669992653752,-0.918563557696696,9.06086577254387,4.07115110742359
1012,13.99332360057,360,0.5,1.123275,1.28575,1.09673,0.87413,-4.91601795949814,-0.065937999456755,-1.00732749325985,9.2078082806332,4.10024039368668
1013,12.4930273823185,250,0.5,1.1409,1.27125,1.06088,0.83828,-4.69138296134885,0.158696998692532,-1.13671784215482,8.92217895799419,3.89273055791968
1014,10.1007442811357,350,0.325,1.226725,1.39373,0.9799575,0.8352675,-4.69721621130079,-1.54466423727389,-0.832582053690087,8.99350328987273,4.08046061809132
1015,17.062782367509,300,0.525,1.1178125,1.26266,1.0944625,0.8607325,-4.82853971021885,0.264044247824602,-1.10068316904287,9.08744778020407,3.9933823055806
1016,11.0526440478734,280,0.45,1.1712125,1.30148,1.02598,0.82564,-4.61924096194321,-0.254168997905966,-1.09233587437325,8.84870770394953,3.87818591478814
1017,7.01929054204648,245,0.3,1.2692,1.38637,0.90694,0.77338,-4.31296096446658,-1.40291298844175,-1.01094611058651,8.51404221275994,3.75154805108671
1018,17.6755044300233,320,0.6,1.0697,1.21949,1.15219,0.88507,-4.9704479590497,0.849647992999957,-1.14784756838099,9.24049905966692,4.04632574564296
1019,7.15409093319568,350,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
1020,15.8393044100544,400,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
1021,13.7276868388974,245,0.55,1.115875,1.23667,1.085025,0.840165,-4.6961344613097,0.638953494735817,-1.21991691460489,8.90996141524714,3.84502225032113
1022,13.6465168929768,340,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
1023,5.21519209042252,260,0.25,1.3048,1.41225,0.861285,0.749985,-4.17342846561615,-1.74838848559546,-1.00538124747343,8.35488216192357,3.67475045722507
1024,16.9018840509157,320,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
1025,9.53275801980663,250,0.4,1.201525,1.33171,0.99108,0.813,-4.54709896253757,-0.667034994504465,-1.04795390659167,8.77523644990486,3.8636412716566
1026,4.86214230483207,340,0.55,1.1053,1.24537,1.106535,0.861675,-4.83091546019928,0.504172495846245,-1.14228270526791,9.08133900883055,3.96952815178132
1027,9.37287477196988,360,0.175,1.3176625,1.48442,0.8752575,0.7973475,-4.48079021308387,-2.78326222706939,-0.699436150345362,8.77308952773875,4.03682668869669
1028,12.4837924618263,275,0.4,1.20505,1.32881,0.98391,0.80583,-4.50217196290771,-0.622107994874608,-1.07383197637067,8.71811058537706,3.8221393045032
1029,16.04373350777,380,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
1030,17.9329384531452,260,0.65,1.051725,1.17911,1.161995,0.872615,-4.88534545975084,1.41975848830296,-1.28280278038905,9.11402978786427,3.91561350373761
1031,5.48053462843426,340,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
1032,17.8152961699273,350,0.55,1.094725,1.25407,1.128045,0.883185,-4.96569645908885,0.369391496956672,-1.06464849593092,9.25271660241396,4.09403405324152
1033,9.72362707600855,350,0.175,1.3176625,1.48442,0.8752575,0.7973475,-4.48079021308387,-2.78326222706939,-0.699436150345362,8.77308952773875,4.03682668869669
1034,7.60508650991411,360,0.6,1.0697,1.21949,1.15219,0.88507,-4.9704479590497,0.849647992999957,-1.14784756838099,9.24049905966692,4.04632574564296
1035,15.750440240494,250,0.55,1.11235,1.23957,1.092195,0.847335,-4.74106146093956,0.59402649510596,-1.1940388448259,8.96708727977495,3.88652421747452
1036,9.99328470046638,380,0.5,1.123275,1.28575,1.09673,0.87413,-4.91601795949814,-0.065937999456755,-1.00732749325985,9.2078082806332,4.10024039368668
1037,8.25387300749318,380,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
1038,14.6909605024483,320,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
1039,5.29526150511179,275,0.35,1.24065,1.35469,0.938255,0.782435,-4.36263946405729,-0.96758349202832,-1.06826711325759,8.5589505345407,3.74534171064155
1040,5.99741059487238,275,0.15,1.3619,1.47561,0.798655,0.731875,-4.07407146643473,-2.61904747842231,-0.890739242131287,8.26506551836205,3.68716313811538
1041,13.4680473924809,300,0.4,1.194475,1.33751,1.00542,0.82734,-4.63695296179728,-0.75688899376418,-0.996197767033683,8.88948817896047,3.94664520596339
1042,17.916388696934,340,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
1043,19.1144080854207,350,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
1044,16.6900160397074,360,0.55,1.094725,1.25407,1.128045,0.883185,-4.96569645908885,0.369391496956672,-1.06464849593092,9.25271660241396,4.09403405324152
1045,16.8775816426837,350,0.5,1.123275,1.28575,1.09673,0.87413,-4.91601795949814,-0.065937999456755,-1.00732749325985,9.2078082806332,4.10024039368668
1046,10.7109742593441,280,0.4,1.201525,1.33171,0.99108,0.813,-4.54709896253757,-0.667034994504465,-1.04795390659167,8.77523644990486,3.8636412716566
1047,7.56946193778564,320,0.2,1.315725,1.45843,0.86582,0.77678,-4.34838496417473,-2.40835298015817,-0.818669895907382,8.59560316278182,3.88846663343722
1048,13.9938358383761,320,0.4,1.194475,1.33751,1.00542,0.82734,-4.63695296179728,-0.75688899376418,-0.996197767033683,8.88948817896047,3.94664520596339
1049,16.8298185625973,320,0.5,1.1320875,1.2785,1.078805,0.856205,-4.80370046042349,0.046379499617889,-1.07202266770734,9.06499361931369,3.99648547580318
1050,10.5748862075224,245,0.45,1.1765,1.29713,1.015225,0.814885,-4.55185046249842,-0.18677849846118,-1.13115297904174,8.76301890715782,3.81593296405804
1051,11.4000484749047,360,0.45,1.15535,1.31453,1.058245,0.857905,-4.82141246027757,-0.456340496240325,-0.975884560367769,9.10577409432463,4.06494476697843
1052,13.0856404437628,340,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
1053,17.8986047403139,360,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
1054,17.5270337147333,300,0.5,1.13385,1.27705,1.07522,0.85262,-4.78123696060856,0.068842999432817,-1.08496170259683,9.03643068704979,3.97573449222648
1055,6.26755399903771,250,0.25,1.3048,1.41225,0.861285,0.749985,-4.17342846561615,-1.74838848559546,-1.00538124747343,8.35488216192357,3.67475045722507
1056,16.991580304785,300,0.55,1.1053,1.24537,1.106535,0.861675,-4.83091546019928,0.504172495846245,-1.14228270526791,9.08133900883055,3.96952815178132
1057,7.42196521169038,360,0.175,1.32295,1.48007,0.8645025,0.7865925,-4.41339971363909,-2.7158717276246,-0.738253255013855,8.68740073094705,3.97457373796659
1058,12.3998474634707,360,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
1059,13.0265692037406,320,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
1060,11.9245603042907,350,0.45,1.15535,1.31453,1.058245,0.857905,-4.82141246027757,-0.456340496240325,-0.975884560367769,9.10577409432463,4.06494476697843
1061,15.4458664648785,300,0.5,1.130325,1.27995,1.08239,0.85979,-4.82616396023842,0.02391599980296,-1.05908363281784,9.09355655157759,4.01723645937988
1062,9.32409205922779,350,0.1,1.365775,1.52759,0.81753,0.77301,-4.33888196425302,-3.36886597224474,-0.652271751007246,8.6200382482759,3.98388324863433
1063,10.0165956199806,245,0.4,1.208575,1.32591,0.97674,0.79866,-4.45724496327786,-0.57718099524475,-1.09971004614966,8.66098472084926,3.7806373373498
1064,15.4563386215675,350,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
1065,13.8166171833981,350,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
1066,14.1830048214142,380,0.55,1.094725,1.25407,1.128045,0.883185,-4.96569645908885,0.369391496956672,-1.06464849593092,9.25271660241396,4.09403405324152
1067,8.33326281437675,360,0.25,1.2748375,1.4369,0.92223,0.81093,-4.55530796246994,-2.13026798244925,-0.785417654351971,8.84045201040989,4.02751717802896
1068,15.314750256523,280,0.5,1.1409,1.27125,1.06088,0.83828,-4.69138296134885,0.158696998692532,-1.13671784215482,8.92217895799419,3.89273055791968
1069,13.1941081346316,350,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
1070,10.0971350568884,340,0.525,1.1178125,1.26266,1.0944625,0.8607325,-4.82853971021885,0.264044247824602,-1.10068316904287,9.08744778020407,3.9933823055806
1071,10.4703218783542,290,0.35,1.230075,1.36339,0.959765,0.803945,-4.49742046294686,-1.10236449091789,-0.9906329039206,8.7303281281241,3.86984761210175
1072,7.13201190053131,350,0.25,1.2748375,1.4369,0.92223,0.81093,-4.55530796246994,-2.13026798244925,-0.785417654351971,8.84045201040989,4.02751717802896
1073,14.967727606962,360,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
1074,17.1519305454381,360,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
1075,7.45170685850743,245,0.25,1.3048,1.41225,0.861285,0.749985,-4.17342846561615,-1.74838848559546,-1.00538124747343,8.35488216192357,3.67475045722507
1076,15.9982372334095,300,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
1077,23.7823147218131,300,0.65,1.044675,1.18491,1.176335,0.886955,-4.97519945901055,1.32990448904324,-1.23104664083106,9.22828151691987,3.99861743804441
1078,22.4715432568057,300,0.8,0.959025,1.08987,1.27028,0.91412,-5.12423495778269,2.63589297828352,-1.40300964884427,9.36300648226215,3.97999841670894
1079,10.1685999228045,275,0.35,1.2336,1.36049,0.952595,0.796775,-4.452493463317,-1.05743749128804,-1.0165109736996,8.6732022635963,3.82834564494835
1080,19.5826678578952,350,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
1081,18.627143792697,320,0.525,1.1178125,1.26266,1.0944625,0.8607325,-4.82853971021885,0.264044247824602,-1.10068316904287,9.08744778020407,3.9933823055806
1082,22.2579772145981,320,0.9,0.894875,1.03231,1.34725,0.94657,-5.31344595622382,3.41669797185066,-1.46589551462843,9.56707485487928,4.05058967012543
1083,14.1492348826247,245,0.5,1.151475,1.26255,1.03937,0.81677,-4.55660196245928,0.293477997582104,-1.21435205149181,8.75080136441078,3.76822465645948
1084,6.33729464009836,290,0.4,1.208575,1.32591,0.97674,0.79866,-4.45724496327786,-0.57718099524475,-1.09971004614966,8.66098472084926,3.7806373373498
1085,7.36442154579403,245,0.35,1.2477,1.34889,0.923915,0.768095,-4.27278546479757,-0.877729492768605,-1.12002325281558,8.44469880548509,3.66233777633476
1086,10.5149555898359,360,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
1087,20.3952214475901,280,0.6,1.080275,1.21079,1.13068,0.86356,-4.83566696016013,0.984428991889529,-1.22548177771797,9.06912146608351,3.92181984418277
1088,6.90709456772157,260,0.35,1.2477,1.34889,0.923915,0.768095,-4.27278546479757,-0.877729492768605,-1.12002325281558,8.44469880548509,3.66233777633476
1089,9.55809053333248,340,0.5,1.13385,1.27705,1.07522,0.85262,-4.78123696060856,0.068842999432817,-1.08496170259683,9.03643068704979,3.97573449222648
1090,14.8594550098481,360,0.65,1.04115,1.18781,1.183505,0.894125,-5.02012645864041,1.28497748941338,-1.20516857105206,9.28540738144767,4.04011940519781
1091,7.20330790218118,250,0.35,1.2477,1.34889,0.923915,0.768095,-4.27278546479757,-0.877729492768605,-1.12002325281558,8.44469880548509,3.66233777633476
1092,8.79623875327661,245,0.35,1.24065,1.35469,0.938255,0.782435,-4.36263946405729,-0.96758349202832,-1.06826711325759,8.5589505345407,3.74534171064155
1093,17.5408243848126,340,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
1094,21.4803615591484,300,0.6,1.073225,1.21659,1.14502,0.8779,-4.92552095941984,0.894574992629814,-1.17372563815998,9.18337319513911,4.00482377848956
1095,6.59518703411787,320,0.45,1.1712125,1.30148,1.02598,0.82564,-4.61924096194321,-0.254168997905966,-1.09233587437325,8.84870770394953,3.87818591478814
